listing_id,id,date,reviewer_id,reviewer_name,Comments
36111813,741628262,,17015847,Estevan,You can’t beat this location.
21968079,256831203,,170259733,Elizabeth,"This home was beautiful, welcoming, and well situated within walking distance of Fremont. Highly recommend!"
22734794,232370676,,170297000,Mark,"I participated in a weekend event at the Landmark Worldwide Seattle office. The location was perfect, 9 minute walk. The unit was very conferrable and had everything I needed to stay for the long weekend. This will definitely be the location of choice for all future logging needs!"
36212774,507681746,,170392526,Rebeca,Awesome little place to stay. It has everything you need and is super clean and cute.
49587954,770166842,,170609036,Dee,Emily has a very pleasant hope. My friends and I were in awe of the beautiful backyard. The house is tastefully decorated and very cozy. Very close by to attractions in the city.
7075948,44797937,,17068845,Akhbar,Great townhouse in Seattle! Everything you need to have a very comfortable stay.
23001080,231993897,,17088298,Jacob,"Ryan and Dustin were super friendly and accommodating when I booked with them extremely last minute. Their home is immaculate (not an exaggeration) throughout their house the rooms were bright, tastefully decorated and included Alexa digital voice assistant for convenience. I was pleasantly surprised to find the room to be better than I expected. I tend to over pack so I was grateful for the room's large closet, that includes hangers and the tall dresser. The private bathroom, which is designated to you for the duration of your stay, is another great touch, it was modern, spotless and they provided all the shower necessities. Though I stuck to ice water I was given full access to the kitchen and told I was welcome to anything in the fridge. I'm bias because I have a Boston terrier myself but their dog, named Boston, was friendly, adorable and well mannered. I'm very satisfied with my stay and the level of hospitality shown by Ryan and Dustin who made it clear my stay was a priority to them."
29103244,338891470,,171282262,Nina,"This apartment is great and the host is fantastic, quickly responding and arranging all the possible amenities that made my life really enjoyable in the apartment. The apartment is spot clean with great bed and facilities, especially the fireplace won me over by providing extra comfort on the relatively cold October day. Not to mention a very a thoughtful little thing of the host of providing a coupon for a drink in a nearby coffee shop. I would ALWAYS go back to that place!"
53834727,5.57E+17,,17132322,Vikas,"Dawn is a wonderful host! She is truly accommodating and will make sure you have an amazing stay! The cottage is a gem with a peaceful zen setup. The bed was super comfy and relaxing. Dawn has also provided fresh eggs for breakfast from their chickens, my kids loved it. very nice place if you have pets, our dog enjoyed the backyard as much as we did.<br/>Even though it is a cottage, she has everything you need to cook simple meals. The shower is great and has good water pressure!<br/>We also loved the zen-like backyard outside. It’s a perfect setting for relaxing and was peaceful! <br/>The location was great! You are down the street from a lot of grocery stores, foods, and bars. We loved our stay and can’t wait to come back! This cottage along with Dawn's beautiful hospitality also provided us with all that we could have hoped for in Seattle!<br/>Thanks Dawn!"
7087957,38966368,,1713611,Mark,"Fantastic location in the heart of Capitol Hill. The floorplan is like that of a hotel with a nice kitchen nook and an authentic, Seattle vibe. Craig greeted us when we arrived and gave clear instructions that made our stay even more pleasant. I'd stay here again when I find myself in Seattle next."
33295396,6.52E+17,,171366099,Laurel,"Wow!<br/>Ben's quaint place was perfect.<br/>1) The room was peaceful and quiet. The bed was comfortable, the pillows had substance.<br/>2) The location is close to Pike Place Market, downtown Seattle, Mariner/Seahawk game sites, I-5, and I-90 freeways.<br/>3) Ben is very accommodating. Offered transportation. Then, after hearing my boyfriend's seafood cravings, a dinner was presented. Wood smoked coho salmon, fresh asparagus, & lightly buttered rice, garnished with toasted almonds. Gourmet. Delicious. <br/>Ben's place and Ben = great vibes!"
16873284,135336952,,17144782,Derek,NICE PLACE WOULD STAY AGIAN
38411759,541677727,,171628253,Nanda And Dave,"Kurt and Anna responded to my booking right away, and made checking in very easy. Their space is centrally located, immaculate, and furnished with everything I needed throughout my stay."
25885124,449511880,,171671718,Emily,Very nicely furnished and finished upper floor of a historic looking home.
24935388,287124329,,171702364,Verna,"The cottage is cute and spotless, and the location is very peaceful. Erin thought of everything we needed to enjoy our stay, which we did!"
20677875,234181002,,172045224,Shinnosuke,"It’s an amazing stay! The place’s so cozy, clean and well equipped. We had everything there, even the video game! Chad was very friendly and helpful all the time. He always replied quickly and gave us all the information we needed, even recommended us places to go. Everything was perfect there, I’ll absolutely stay there again next time!"
3637180,16050651,,17207294,Label,Make sure you have references to make her feel safe but good location.
22904624,233470964,,172245775,Jose,"This had a private entrance and private rooms. The bathrooms were nice, hot hot water and good water pressure. Towels, soap, shampoo, and conditioner were provided. Chocolates and fresh flowers were in the room. Automatic lights when walking down the hall and a small but full kitchen. It was a nice place to stay! And the location was perfect!"
31138126,402222837,,1726978,Benjamin,"Beautiful apartment, great location near downtown and Cap Hill. Freeway noise is real, as the description says."
41819916,600065399,,172930891,Jessica,What an amazing find! The location can’t be beat!! Right by the water with quick and easy access to all of the essentials. There is PLENTY of space to stretch out in and the hosts were SPECTACULAR! They have really put so much thought into the details that made our temporary stay feel like home. Be sure to make use of the record player if you stay here!
28411010,323526343,,172940858,Alyssa,I had an amazing stay. The place is nice and clean. Area is pretty close to everything.
3385421,16122911,,17303976,Michelle,"The unit was clean and spacious- Ken really made the check-in/check-out process smooth. The condo was comfortable, the amenities were great, and the centralized downtown distance and being right across from the Pike Place Market made it all the more worth it!"
5.58E+17,6.32E+17,,173125792,Jennifer,It’s a beautiful stay and the outside space is such a treat in the hustle and bustle of the city! Beacon hill is a cute area with lots of food and activities close by! Malcom and him partner were great hosts very attentive and quick to help with anything I needed. Just a heads up this is a downstairs apartment - so you can hear things from up stairs. If you like to sleep in or during the day just something to be aware of. I would recommend staying here. It was delightful!
25490529,285812127,,173370276,Dj,"A lovely studio located in the lively and scenic Madrona. Full of amenities, and with a helpful and gracious host, I could not recommend this place more."
28471944,337230139,,173426914,Katie,"This place is absolutely perfect for anyone traveling to Seattle! Alice went above and beyond my expectations with the space and thought about providing necessities that I hadn't even thought of. She gave me a tour of the unit/building upon check-in and was completely available/responsive throughout my stay. Parking is included which is HUGE, especially in Belltown. There is also a washer/dryer in unit. The location is perfect and the apartment complex is extremely clean and safe. There is a pool, hot tub and workout facility in the building. The unit was impeccably clean and obviously well-maintained. I would stay here again in a heartbeat! I can't say how enough how amazing my experience was!"
11047227,79508269,,17345671,Leily,"We were happy to be Carrie's inaugural guests. The space is an in-law unit underneath the house. It is very comfortable and clean! Many amenities available and great communication with Carrie who made some extra touches to make our experience truly special.<br/> The neighborhood is a sweet, family oriented environment with great views of the lake and the Bellevue area. Shops and restaurants in walking distance and access to public transit."
35544099,483782299,,173595189,Tonya,"The space was plenty for us (6 ladies). Check in and out was super easy and the cottage was adorable! The cottage had everything we needed!! Not to mention there was a 711 right across the street!! Most importantly, Chris was a great communicator!!!"
49316920,761767272,,17370155,Chanel,Beautiful house and front and back yards! We enjoyed watching a baby bunny in the garden and biking down to the tide pools at Lowman Beach park at the bottom of the hill. The kitchen is very well stocked. The house is comfortable and clean. The hosts were prompt and responsive to our questions. The bathroom is accessible only via one of the bedrooms. Highly recommended!
14708936,99274095,,1737425,Meaghan,"Sampa was a very nice host, especially considering that my visit was very last-second-I was just looking for a place to crash with a comfortable bed and maybe some coffee, and I got both! I think as a brand-new listing, there are definitely some kinks to be worked out."
5.85E+17,6.08E+17,,173863041,Alma,this place is perfect for a family with dogs! yard is fenced except for one small spot at the entrance where a dog can get under so I would say watch your animals close and keep them towards the back to run off leash safely. it's simple and close to big cities activities parking is included which is a big expense at a Seattle hotel. be ready to enjoy your company as entertainment is wifi only. it's close to food delivery and public transportation actually stops right in front of the house. it's such a blessing to have reasonable prices that allows pets.
41599876,608111979,,173899423,Ryan,Nice and clean
32474278,424452539,,173957228,Brett,"If Blue Haven is available, you should definitely book it for the perfect place to stay in the heart of Seattle with beautiful waterfront views. The roomy place is smartly appointed with recent furnishings to make you feel right at home. Arrival instructions were very detailed and easy to follow; Bindu greeted us at our agreed upon arrival time, but we were confident it wasn't necessary.<br/>Bindu thought of everything: the kitchen is well provisioned with any tools you may need if you choose to cook, though we ate out at the many restaurants that are in walking distance from the flat. There is a tea kettle, two coffee makers, a Keurig for which she provided a variety of pods, and a traditional coffee maker for folks like us who prefer to brew coffee we purchased at the Starbucks a block away. We appreciated the spattering of games and books (one of which my wife somehow found the time to devour while we were there) which was a very nice touch.<br/>The patio is a nice place to enjoy your morning brew while watching the ferries make their way back and forth across the sound. Our teen aged girls enjoyed the privacy of their own room with twin beds where they could retreat after a long day of exploring while my wife and I enjoyed the evenings chatting in the living room. <br/>While there is an elevator, we appreciated that the flat is conveniently located next to a stairwell with direct access to the street and the parking garage one level below. You simply cannot beat the location. We left the car in the garage the four days we were there and explored the city afoot. There are shuttles along the Waterfront and the Monorail stop is just a few blocks to the east and a fun way to get to Seattle Center where we enjoyed the Chihuly Gardens and Space Needle. <br/>During our stay, Bindu kept in contact, making sure everything was OK and offering suggestions for things not to miss. She was unobtrusive but always available. Perfect."
20883221,240455139,,174044211,Christian,"Darcy's place was incredible. The attention to detail in every single room was awesome! The place is insanely stylish and vintage, we stayed for my girlfriends birthday and she loved it. There was even a bottle of wine, cupcakes, and croissants waiting for us. I would love to stay here again!"
9.06E+17,9.63E+17,,1743467,Acy,"David's place is in a great location and the interior is as advertised. The check in/out was really easy. The mattress was a bit small for two of us, and not particularly comfortable, but other than that everything was smooth."
45833019,717465834,,174484443,Kelly,"I wish I could've given this place 5 stars, but unfortunately there was one big thing I had an issue with: the wifi. It was advertised that the wifi was fast enough to do web browsing and even stream. When I booked, I got a message saying that the wifi was not great for streaming but was good for general web browsing. That also proved to be false and I had quite a few connectivity issues. And unfortunately to a young professional, Internet access is important.<br/>However, the rest of the place was lovely. It was very spacious for a single person and for an extended stay, it was great to have storage space. Though neither of the mattresses (either on the bed or the futon) are exceptionally comfortable, they are adequate and the linens provided were fresh and the towels were new. Daniel, the host, was very friendly and responsive. He had many suggestions for how to get around the area and sights to see. The location was the best part--in a quiet and safe neighborhood, just down the block from a nice park. It's close to downtown and hopping on the freeway is incredibly easy and convenient. There are a few eateries within walking distance and the views on the water are nice even when the weather isn't. <br/>Overall, I enjoyed my stay here and would certainly recommend it for a shorter stay!"
36114524,530506181,,174592608,Sarah,"We had a great stay at Rebecca’s. We were in the area for Mariners games and her place was an easy and relatively short trip to the ballpark. Easy check in, cute decor, clean and beds are comfortable. We would stay here again."
27602783,323477431,,174663974,Carolina,"Marc and Sherry have gone above and beyond to make our stay comfortable. The house includes everything you could ever need and more. The house is big, clean, has a great yard, and is located in a very convenient spot. Will make sure to book Eureka next time I'm in Seattle."
32902443,547690880,,174725338,David,"Great place across the street from the Sound. Very close to Pike's Place Market, tons of restaurants and entertainment. Lindsay is a great host and the condo is very comfortable. Parking is an awesome plus, too."
49515708,765717604,,17474127,Namie,"My husband and I had the most amazing vacation in Seattle and the 5 days we spent at Carla’s home played a big role!<br/>The home is decorated with a beautifully fun and modern style and we felt it was extremely clean! There are luxury touches everywhere (heated bathroom tiles, top level appliances). The bed was amazing and I had really good sleep to start each day! <br/>We absolutely loved the outdoor upper level deck and utilized it multiple times to relax with some drinks and unwind.<br/>Carla is also a very responsive host and easy to communicate with! Thanks Carla for the wonderful stay!"
23469069,241328661,,174755024,Rusty,This place is just as advertised. I was concerned about parking but found it no problem at all. Would stay again.
33619584,622316098,,174757559,Stephen,Expect a very thorough experience. Daniel doesn't miss any detail. Awesome experience.
42695194,625760157,,174985955,Brigid,"Great location for beach, restaurants, shops. Place is very comfortable and clean. Great hosts!"
15975033,242685930,,175125805,Rita,My first time with Beth n Jon. Love them. Always there when I needed them and helpful. They made it hard for me to want to leave. The best stay ever.
36111871,670588215,,175336434,Melissa,"Super cute place in a great location. Lobby is fun and colorful. AMAZING bedding and we loved the jetted tub. Extremely accommodating staff. Would go back, 10/10!"
3818746,25500978,,17555132,Jaime,Beautiful home. Stunning views and comfy beds. Really enjoyed the morning sunrise with a cup of coffee and the fireplace going. So relaxing. We really enjoyed the open layout of living area and kitchen. We cooked all of our meals at the home and it was nice to still visit and cook at the same time without feeling excluded in a kitchen. I plan on making a lot of trips to Seattle now that I have a niece on the way and I hope the house is available every trip. Wonderful trip wonderful memories. Thank you.
22453792,243635827,,175587245,Eddie,Place is quiet and super clean. Home was well organized with expectations and amenities. Definitely recommend to anyone traveling in the area.
21501822,223758734,,1757185,Shana,"Great location—Townhouse is tucked away in a quiet area but still walking distance to bars, restaurants, and lively Capitol Hill. There’s a coffee shop on the corner and groceries very close. Plenty of space, lots of handy kitchen things available, host was conveniently nearby in case of questions or issues (though we didn’t have any)"
370361,1075385,,1757208,Colleen,Sheldon is a kind and generous host. The studio is very nice and clean in a quiet neighborhood. The queen bed was very comfortable and we had a great night's sleep. We enjoyed being able to walk to a grocery store and local coffee shops. Ken's Market has everything you'd need. Sheldon's sightseeing and dining recommendations were excellent. He took the time to print out information on things to do and places to go in the area. We would certainly stay here the next time we are in Seattle.
27334813,317187728,,176149997,Jennifer,Thank you so much for your hospitality! Your views are gorgeous. The boys had fun in the man cave downstairs playing games all night. Just one night was definitely too short. We plan on returning for a longer stay. There was more than enough room for our two families together. And all the goodies in the kitchen really hit the spot. Love love love this place! Very thoughtful touches.
21381109,220311196,,17620840,Phil,This place was great. Lots of amenities. Seems like they only rent it out when they are out of town.
29979422,357598181,,17624268,Vito,Great place and great location. Short walk to a few good food spots and a slightly longer walk (or short drive) to everything else in Ballard. Easy check in and great communication with the hosts before and during our stay.
47919660,6.59E+17,,176282523,Madalyn,Great location and amenities! Will definitely stay again if in the area.
21213854,242364344,,176861950,Amreet,"This place far exceeded our expectations! Amy went above and beyond to make us feel comfortable and welcome. Such a spacious suite with a fully stocked kitchen, bathroom, 2 big bedrooms, and a living room with a game console and multiple new games and movies! The house is also right in front of a lake and park with a beautiful view. Would HIGHLY recommend this place to anyone who's visiting Seattle!"
34978518,468126044,,177015611,Alex,"Thomas is an excellent host, who is responsive and thoughtful of your needs. It was my family and I's first ever trip to Washington/Seattle, and we were very happy with Thomas's accommodations. The location is very close to the heart of downtown Seattle and all of its sights by car. Speaking of which, the unit offers a private parking area away from any busy streets. It's tucked away, which made me feel very safe about our rental car. Within walking distance to the unit is a very excellent bakery, which we took advantage of getting fresh bread and pastries for breakfast everyday.<br/>The unit itself is cozy, simple yet comfortable, and had what we needed for our extended stay in terms of dishware and silverware. There are TWO patio areas that you can sit outside and enjoy the scenery and weather with your cup of coffee. The beds had plenty of sheets and pillows to accommodate any type of sleeper. Thomas is very respectful of your privacy, so you may not see him around for long stretches of time. But if you need anything, he is very quick to respond either by message or in person. All in all, my family and I enjoyed our time there and would definitely stay there again if we found ourselves back in Seattle."
4324917,26944152,,177045,Anya,My daughter and I stayed in the Cozy Bedroom for 1 night at the very end of a college tour. Ralph met us when we arrived. He and his wife were friendly and welcoming. They were very helpful with everything we needed. The place was as described and we felt very comfortable.
21457914,211858163,,17725853,Mark,"This property is located in a perfect location for those visiting the UW. There is a separate entrance to the apartment, everything is new and clean. Mary was very responsive and answered all the questions I had, and quickly addressed all my requests. To summarize, highly recommended!"
24473699,272608322,,17730208,Sarah,"Brianne’s place was so adorable! Super clean, stylish, and cozy. I highly recommend staying here, I can’t wait to return. She was very quick to respond and super helpful!!!"
35204718,463020759,,17740667,C,"This home is in a lovely scenic neighborhood. The host was very quick with communication and the home was sparkling clean, quiet, and comfortable. I will definitely stay here again when I am in the area."
41539137,601159326,,177407831,Ekram,Best place and amazing hostess!
1097520,4669480,,1774671,Shellie-Ann,"Bill and I were Jeanie's first guests. We enjoyed our stay at her apartment very much. We were in close proximity to Lake Washington and all the great dining options in Colombia City were just a few minutes away. It was very easy to access downtown, Seattle from Jeanie's place. Although we drove the light rail and bus lines were in very close proximity and would have been easy to use. The apartment is very nicely decorated and the bed is super comfortable. We also appreciated the heated bathroom floors."
22816524,246107283,,177576574,Carlo,"This is a very clean and comfortable space. Very welcoming upon entry, while also providing some privacy if you need it. I liked the small, personal touches from the travel photography on the walls, books and board games, and their guidebook to the area.<br/>Marcy and Scott both had quick text responses to any questions or requests I had. They’re very accommodating, even offering a place to lock my bike and a pump when my tire was flat. <br/>The kitchen had pretty much everything you could need for cooking, and Trader Joes is a convenient 5 minute drive away. The only thing that was a little confusing were the symbols on the microwave (I just Googled it, but I’m sure Marcy and Scott would have helped if I asked). <br/>If you’re not into cooking, there are a number of restaurants within walking distance in the Central district. <br/>Location wise, it’s on a quiet street just 10-15 minute drive from most Seattle sites like Safeco and Century Link Fields, Pike Place Market and the Space needle, etc. It’s about a 30 minute walk to downtown if you’re into getting exercise on the many Seattle hills. It might not be for you if you prefer being right in downtown, but I actually prefer that it feels like a little getaway. <br/>This was my first AirBnB experience, and I set a good standard for what I’d look for on the future. I would definitely stay there again."
4113197,21245620,,17764753,Lyn,"Lauren made us feel welcome in a lot of ways- coffee made (unfortunately, I forgot and tried to make tea with coffee water.) The place was spotless and there's a big screen t.v. Unfortunately, the computer crashed in the middle of (75 % through) the Breakfast Club. I managed (by the techno-savvy method of unplug/replug) to get it going again. This was my first time being an AirBnB guest, and it was fun! Lauren's place is stocked with every kind of food/drink you can imagine. We also enjoyed the hot tub! A nice quiet location close to Northgate Mall."
53327630,6.64E+17,,177662300,Christine,"Adorable home in a convenient location! Good food and parks nearby. Very clean and well kept, AC available in two rooms and we loved that there is no tv (but good Wi-Fi!). Our two young kids had a blast coloring in the craft room though we had to help them get up and down the stairs which are a little steep. Cute and quiet back porch. Definitely would stay again!"
37525182,511765546,,177688148,Stanley,Xiaoxi's place is a nice little cozy spot. It is the perfect spot to stay and be close to Downtown Seattle (which is a short 5 to 10 minute ride to popular spots like Pike Place Market; 15 minutes to the Space Needle).
33120365,471606358,,177758903,Katrina,Easy check in and great space! Libby was very responsive and hospitable.
15792703,243658932,,178041787,Andrea,"My daughter and I stayed in the tiny house during a visit from Phoenix. It was everything we were hoping for, with a beachy feel and excellent location. The house was clean and had everything we needed. And Owen and Jenny gave us some great tips on local restaurants and activities to check out. They were very responsive and we will stay here again on our next trip to Seattle!!"
21548484,209646707,,17829099,Mihaela,"Christa’s place was one of the best Airbnb experiences we’ve had. The house is beautiful and quiet. Both the room and the bathroom were very clean and felt equivalent to a nice hotel stay. We were provided towels, reliable wi-fi, and a modern bathroom complete with a coffee brewer! The hosts, Christa and Brian, were both very welcoming. We loved our stay."
3535171,16036757,,17831157,Zach,"I had a wonderful stay at Lynda's place. It's a very cute house in the Greenwood neighborhood with great coffee shops and restaurants right around the corner. Check out Pete's Egg Nest for an amazing breakfast. The setup of Lynda's house allows you to have a private stay which is nice if you need to come and go late at night and you don't want to disturb anyone. The room was clean, comfortable, quiet, and all around relaxing. Beautiful flowers out front as well. I much preferred this stay to ordinary hotels and inns. Lynda was an excellent host and I will definitely be staying again! <br/><br/>Thanks."
22499214,440363917,,178817974,Erika,"Made a trip to seattle last minute, and finding this place was an absolute gem! Great location, easy check in, very clear instructions about how to get there, awesome amenities and quick responses from Jen were an absolute plus for my 2 day trip! One of the best Airbnb’s I’ve ever been! You wont regret staying here!"
41154313,614060913,,1791717,Maria,Absolutely loved the stay! The hosts were very friendly and communicative. The townhome was very clean and quiet as it is off the main road. It truly is in the heart of Capitol Hill as there are so many restaurants just minutes away. The house has so many amenities that I wasn’t expecting…they even had disposable toothbrush which was so great because I forgot mine. The bed was extremely comfortable and the bedding and towels felt very high-end. I highly recommend this airbnb and will definitely stay here again!
40154230,586349803,,179278756,Drew,"Such a cute little place to stay! So cozy, we only stayed for a night but it was wonderful!"
6153532,34911336,,17931672,Brennan,"Tracy is a sweetheart and her place is a wonderful retreat. You'll be in a cottage style accommodation that is separate from the main house. Tons of privacy and a lot of space. I was so, so happy with it. I will definitely try to stay with Tracy again next time I'm in Seattle!"
45942314,707000423,,17934082,Kiana,"Do yourself a favor and book a getaway here! Luke and Marcos’ place on Capitol Hill was such an incredible staycation here in Seattle. Me and my partner and another couple did a “working vacation” in a centrally located spot in Seattle. We were all able to comfortably work remotely with fast internet, great little office nooks. Each night, we were able to cook family dinner in the spacious, fully functional kitchen or order takeout from all the great local restaurants in Capitol Hill. Plus- they have a fire place with wood to make the evenings in extra cozy for movie nights. This spot is tucked in the stunning North Capitol Hill neighborhood, great place to walk around and explore the best parks in the city. And the views! Some of the most epic sunsets in Seattle can be seen right from this spot. The design in the home is modern, clean and homey. Felt like a home away from home with all of the thoughtful details throughout. Such a special experience, especially right here in my hometown! <br/>Luke and Marcos were so sweet, they anticipated all of our need and were incredible responsive. Thanks for making us feel at home!"
31129657,363883302,,179353286,Tyler,Very clean and tidy studio like apartment. All brand new and sparkling clean; I would highly recommend this modern crash pad for anyone cruising through town and is looking for a comfortable place to rest.
2931922,17768598,,17941000,Arjun,"The host was very accomadating in some last minute requests that I had to make. Besides that, the interior is very clean and exterior of the apartment is as nice as any apartment building in the University District is. The neighborhood is very safe and the location is very conveniently located to University Village (shopping mall) which was awesome."
47354247,741608995,,179634919,Erick,Amazing place! Stylish and clean. We really enjoyed it.
40408205,643738709,,179643181,Allison,We stayed at this huge home for 8 nights - it has a beautiful lake view and is centrally located - Only 15 - 20 drive to Pikes Market. Great home!
7886656,44378550,,17972142,Claudia,"The appartment was really nice and had a great view of Seattle. It was very clean and cosy, just few minutes by car from downtown and Alki Beach. We felt very welcome right from the beginning. Joe and Alicia provided helpful advice of what to do in Seattle and were really nice and attentive hosts. @Joe and Alicia: Thanks again for everything. We miss your lovely appartment already!"
3689416,16872521,,17979763,Jon,"My pet and I had a wonderful experience staying with Lauren. The place was very clean and cozy, spa like atmosphere with many amenities. Moreover Lauren was more than a good host and even walked my dog while I was away. I am definitely looking forward to going back!"
14042945,94469055,,18012100,Steve,Everything was great except the neighborhood and especially the outside. Did not know from the listing that it was essentially like a motel. No outside photos posted.
21887859,324792453,,180178848,Will,"The room and common areas of the house, which felt spacious and comfortable, were spotless. The close proximity of Lee's place to the light rail station and tons of delicious Vietnamese food made for a terrific stay. Very good value overall."
22799854,247225389,,180187080,Nate,The space was much nicer than I was expecting and everything was great.
50724974,4.52E+17,,180243059,Raka,"Excellent in every way, our stay was too short. An idyllic location: extremely spacious on the inside and a yard with apples and plum trees with fresh fruit to pick daily just out the front door. Pictures don’t do the home justice! Great for families. Would highly recommend."
31623027,403866574,,180371949,Suhail,The apartment is so cute and relaxing. I came to Seattle as a long weekend visit and had a lot of fun. The owner Julie was very flexible and helpful. I would definitely book the same apartment for the next trip to Seattle ??
19786042,256784150,,180491515,Nguyen,"We love to stay here, it is so comfortable, clean, safety.<br/>Location is perfect, close to everything<br/>The view of all the room are overlooking to the sea and Pike Market...<br/>We are surely comeback! Strongly recommende to everyone!"
14495593,95651627,,1805616,Fridolin,"Very slow communication, very rudimentary equipped (e.g. no cups/glasses), no dining table/chairs. good location though, and clean enough."
6606,5664,,18085,Vivian,"The Urban Cottage is comfortable, beautiful, fun and really convenient! Joyce is an amazing host and super friendly. The Wallingford neighborhood is convenient to outdoor adventures, shopping, relaxation, and to lots of buses to downtown. If you get a chance to stay with Joyce, I highly recommend it! We will definitely be back again!"
25053046,275320270,,181090216,Elizabeth,"Lovely, calm, stylish home in a great neighborhood & city!"
40411891,592784816,,181146132,Katrina,"Ming was readily available for our stay and was very accommodating. If you have a big group coming to Seattle, you’ll love this place."
15456841,115075081,,18122756,Saiichi,What really sells this place is how well everything is the patio and how well everything is tied together. The patio makes such a wonderful experience and the setup inside carries that same experience throughout the whole place. I also really enjoyed the projector and tech the house had to offer.
48031092,754837916,,18161415,Racheal,"The rental was very private with it's own entrance and lower level. My kids (3 yo and 8 mo) felt safe and comfortable in the space! All the amenities for kids (books, pack-n-play, baby bath, etc) were so helpful since we flew into Seattle with just a small bag. Internet was fast for the little work I did on it.<br/>The description of the property was accurate, and Noah & Soraya were so quick to respond any time we messaged them! Great hosts!"
24084594,250342478,,181644585,Katie,"We honestly cannot say enough good things about this place. This sweet little apartment is a perfect, quiet get away. Located in a cute little neighborhood, very close to a few local coffee shops and restaurants right down the road. It is clean, and very cute, well stocked with anything you may need in the kitchen, storage space for hanging clothes if needed. The ladies that own this apartment are so sweet, very approachable, and extremely accommodating. We will certainly stay here again, and would 100% recommend it to anyone!"
7128202,38205560,,18173824,Saran,"The good thing about this place is its location and price, but not much else. It's very close to U. of Washington. The room itself was reasonably clean but the building overall has a strange smell and not the cleanest. The unit was small and had a awkward layout with bathroom next to the kitchen. The host was responsive except for the part that we had to call and text multiple times in order to get the wifi password."
48806775,746230518,,181893990,Courtney,"We had a wonderful stay! The space was comfortable, spacious, and secure. It was great having free locked parking and being so closely located to everything in Seattle. We were able to walk to most attractions. It was great! The kitchen had everything we needed and I appreciated the shampoo and conditioner since I forgot mine. The host was very helpful with recommendations and instructions. I would highly recommend this space and hope to visit again soon."
48097196,6.19E+17,,18208772,Praveen,"Tiffany’s Airbnb is literally why people should rent on Airbnb. Right from the get-go Tif was extremely responsive. She made sure that I had what I needed for my month-long stay. She ordered a few more things to make me comfortable. She was extremely communicative and very cheerful and friendly. I got to meet Tiffany during the week and we hung out over a wine. Immediately she became family! We discussed so much over that conversation and bonded so much. Her partner Mark is also such an amazing soul. Both Tif and Mark went to extra lengths to make sure I was cosy and comfortable in the loft.<br/>As far as the loft goes, it’s so bright and cozy. It has everything you need for a stay - short or long. The induction stove works like magic and the mini fridge is more than sufficient. The apartment is 1 block away from a Walgreens that’s open until midnight. The bus stop is close by and can get you downtown in 30 min. This is a huge lifesaver as the West Seattle bridge is being worked on. The neighborhood has a very beachy, island-type vibe and everything seems slower (in a nice way). Coffee shops, coworking avenues, juice bars and tons of grocery stores are all within walking distance. Tif will be sure to make your stay comfortable!! Book here and you shall not regret!"
49531122,756809825,,182294371,David,Nice apartment. Clean. Great location.
44900179,700456164,,182565067,Hemanth,Terry and Kelly are amazing hosts . They really take care of the guests and make them feel comfortable. I felt like i was at home . Strongly recommend this place !!!
3678718,17732232,,18270648,Janna,We had such a great time staying at this air bnb. The spot was perfect! It really is in the heart of Ballard. It was very easy to find and the hosts were very helpful. Lots of room and a giant kitchen to cook in. We couldn't have asked for anything better.
3679617,16748651,,18279958,Ashley,Melissa was fantastic! We booked this last minute and she was very friendly and accommodating. The place is just like described and in a very safe neighborhood. I will definitely be checking this place out again next time I'm in Seattle!
3505739,16049477,,18280423,Wendy,"The neighborhood was nice, beautiful houses. You can see why residents of West Seattle love living there. The house sits on a busy street, but the living space is quite far away from the street so it's very quite and peaceful. It feels much more remote than it actually is. The view is amazing! The house is nicely decorated. The living area is very spacious. There are big windows looking out over Alki Beach and the sound to the Olympic Mountains and beautiful sunsets. It's a very short walk (5-10 minutes) to the beach and restaurants. You do have to take several steps down from the street to the front door. The host was very helpful and accomodating."
50708463,4.39E+17,,183020135,Nico,Excellent location! Great place to stay and great host! I extended my stay for few more nights as you really feel home to this place. Amenities are way better than a hotel - great value for your money!
7.99E+17,8.14E+17,,1834078,Katie,"Absolutely stunning home - photos do not do it justice. The view of the water is gorgeous and enjoying it while soaking in the private hot tub makes it even better. The kitchen had everything we needed and more. This home is beautifully styled, extremely clean and the perfect location in a quiet neighborhood."
7745196,45526721,,18342445,Hubertus,"Trevor and Emily are wonderful hosts for an absolutely modern and complete apartment in a wonderful neighborhood in Seattle.<br/>They were so caring about us, and we could ask them every question, it was like staying at home, or with good friends.<br/>The accommodation is in a close distance to Seattle, and you can reach downtown with the very good bus system. If you´re not intending for the big city, you´ll find yourself in a nice and cool suburb, hosted by one of the nicest couples to find."
44233744,645348823,,18350373,Ajay,"Great location, new building, modern finishes throughout the unit, including very comfortable beds and couch.<br/>We experienced a few hiccups during our stay since the building is still under construction (e.g., poor WiFi connectivity, front entrance under construction, door codes worked sporadically, elevator did not function during the day of the checkout). <br/>However, Austin (property manager) made sure that all our issues were addressed rapidly, and was in constant touch with us throughout our stay. He setup another WiFi repeater in our apartment to boost our connectivity, and even helped us carry our luggage down 3 flights of stairs since the elevator didn’t work on the last day. He was a fantastic host, and a great asset to the Sonder team.<br/>Once the construction (both interior and exterior) is complete, we will have no hesitation in staying again at this property."
